Time,PH,Temperature,Pressure_Raw,Pressure_RangeFixed,Pressure_Preclean,Pressure_Clean,Baseline,Residual,LocalNoiseSigma,RangeAbnormalMask,ArtifactMask,PhysioEventMask,QualityFlag
50452.76,8.375,36.94,108.724,108.724,108.724,108.76155665024643,108.724,0.03755665024642951,0.13995559459058574,False,False,False,good
50453.96,8.542,36.82124137931042,108.54196551724108,108.54196551724108,108.54196551724108,108.42250443349681,108.88282758620679,-0.46032315270997515,0.14552272918103584,False,False,False,good
50455.159999999996,8.547793103447894,36.93406896551763,108.10410344827514,108.10410344827514,108.10410344827514,108.23714679802877,108.72031034482784,-0.48316354679906226,0.1393410407721994,False,False,False,good
50456.35999999999,8.591344827587655,36.862896551723765,108.26341379310306,108.26341379310306,108.26341379310306,108.21336847290644,108.6760344827584,-0.46266600985195794,0.1319663949509986,False,False,False,good
50457.55999999999,8.30258620689579,36.94,108.32072413793263,108.32072413793263,108.32072413793263,108.27466896551852,108.71662068965566,-0.4419517241371409,0.14075089953202677,False,False,False,good
50458.75999999999,8.403793103446723,36.91879310344942,108.16072413793148,108.16072413793148,108.16072413793148,108.2000723666721,108.66127586206947,-0.4612034953973705,0.1510537135465956,False,False,False,good
50459.959999999985,8.542,36.817,108.20541379309789,108.20541379309789,108.20541379309789,108.26568122295933,108.61089655172455,-0.3452153287652209,0.17610581920397514,False,False,False,good
50461.15999999998,8.542,36.846947826085234,108.417730434789,108.417730434789,108.417730434789,108.26427808952896,108.58031739130476,-0.31603930177580253,0.17441005931976808,False,False,False,good
50462.35999999998,8.542,36.94,108.05749137931127,108.05749137931127,108.05749137931127,108.17258947312004,108.556577586207,-0.38398811308695713,0.17604707508891024,False,False,False,good
50463.559999999976,8.542,36.90428695652411,108.17479130433759,108.17479130433759,108.17479130433759,108.19841188690863,108.55139130434793,-0.3529794174393004,0.1913387379806117,False,False,False,good
50464.75999999997,8.390655172422743,36.86918965517004,108.47691379310476,108.47691379310476,108.47691379310476,108.38765283143985,108.54456034482779,-0.15690751338793518,0.22120322440909243,False,False,False,good
50465.95999999997,8.124,36.92532758620789,108.39556896552014,108.39556896552014,108.39556896552014,108.4142031098761,108.54226724137905,-0.1280641315029527,0.19251802118035313,False,False,False,good
50467.15999999997,8.304172413780583,36.865931034485335,108.40384482758114,108.40384482758114,108.40384482758114,108.38824630541599,108.55015517241364,-0.16190886699764917,0.16106732576393304,False,False,False,good
50468.359999999964,8.347413793116829,36.874258620685715,108.75743103446506,108.75743103446506,108.75743103446506,108.80235655170199,108.55532758620674,0.24702896549524667,0.1771722508300294,False,False,False,good
50469.55999999996,8.290999999988479,36.94,109.89399999994197,109.89399999994197,109.89399999994197,109.89399999994197,108.57274999999899,1.321249999942978,0.14467319890487054,False,False,True,good
50470.75999999996,8.458,36.94,110.75370689655043,110.75370689655043,110.75370689655043,110.75370689655043,108.60326724137822,2.1504396551722067,0.1469145128262519,False,False,True,good
50471.959999999955,8.458,36.891068965520596,110.93898275860909,110.93898275860909,110.93898275860909,110.93898275860909,108.6428879310327,2.2960948275763826,0.1771722508300294,False,False,True,good
50473.15999999995,8.458,36.90589655172053,110.79906896553587,110.79906896553587,110.79906896553587,110.79906896553587,108.68995689654982,2.1091120689860503,0.1771722508300294,False,False,True,good
50474.35999999995,8.566104347818897,36.86085217391831,111.10496521735925,111.10496521735925,111.10496521735925,111.10496521735925,108.71314782608661,2.391817391272639,0.2635203629859564,False,False,True,good
50475.55999999995,8.284120689677865,36.90076724137375,111.9610948275471,111.9610948275471,111.372,111.372,108.72144827586172,2.650551724138282,0.3113618845947879,False,True,True,artifact_reconstructed
50476.759999999944,8.124,36.94,112.85663793099435,112.85663793099435,111.372,111.372,108.75870258620465,2.613297413795351,0.3391162195398952,False,True,True,artifact_reconstructed
50477.95999999994,8.25033913042655,36.94,113.77100869560864,113.77100869560864,111.372,111.372,108.80919130434543,2.5628086956545673,0.4183580620018278,False,True,True,artifact_reconstructed
50479.15999999994,8.291,36.94,114.14779310343724,114.14779310343724,111.372,111.372,108.82615517241344,2.5458448275865635,0.4403097357906154,False,True,True,artifact_reconstructed
50480.359999999935,8.498724137917353,36.94,111.85786206911911,111.85786206911911,111.372,111.372,108.83287931034448,2.539120689655519,0.3656956721935746,False,False,True,good
50481.55999999993,8.614413793098487,36.83396551724864,110.79010344831572,110.79010344831572,110.79010344831572,110.79010344831572,108.92839655171767,1.8617068965980508,0.35015107560491987,False,False,True,good
50482.75999999993,8.1759310345124,36.9272758620617,109.82286206902309,109.82286206902309,109.82286206902309,109.86635068970928,109.04167241378664,0.8246782759226363,0.37646843912171146,False,False,False,good
50483.95999999993,8.513172413766343,36.8022068965612,109.30955172416628,109.30955172416628,109.30955172416628,109.21700985225925,109.053,0.16400985225925524,0.37950505799096684,False,False,False,good
50485.15999999992,8.62310344827052,36.81613793103289,108.639827586249,108.639827586249,108.639827586249,108.63141576357742,109.053,-0.42158423642257503,0.35116328189596047,False,False,False,good
50486.35999999992,8.626,36.85399999999745,108.28300000002305,108.28300000002305,108.28300000002305,108.48686403944171,109.20599999998944,-0.7191359605477317,0.35015107560491987,False,False,False,good
50487.55999999992,8.291,36.937034482764496,108.80651724140802,108.80651724140802,108.80651724140802,108.54039802957405,109.20662068965395,-0.666222660079896,0.35199473705654655,False,False,False,good
50488.759999999915,8.30831034480913,36.85144827586479,108.39941379310514,108.39941379310514,108.39941379310514,108.54983054188865,109.22779310344423,-0.6779625615555744,0.4038341591555167,False,False,False,good
50489.95999999991,8.542,36.81441379310528,108.35544827587805,108.35544827587805,108.35544827587805,108.27238226600242,109.28055172413683,-1.0081694581344038,0.40697922869695535,False,False,False,good
50491.15999999991,8.484344827619205,36.812413793091764,108.21351724134868,108.21351724134868,108.21351724134868,108.34164532019884,109.3048965517179,-0.9632512315190667,0.4150768790069374,False,False,False,good
50492.359999999906,8.210551724096021,36.91879310345854,108.48162068968732,108.48162068968732,108.48162068968732,108.31647563075887,109.4317931034198,-1.1153174726609336,0.45393837046985414,False,False,False,good
50493.5599999999,8.591241379324442,36.842448275851744,108.17293103447872,108.17293103447872,108.17293103447872,108.27444279718566,109.71565517241312,-1.4412123752274653,0.45393837046985414,False,False,False,good
50494.7599999999,8.376678260899077,36.94,108.22731304347234,108.22731304347234,108.22731304347234,108.2015426900646,109.72467826086859,-1.523135570803987,0.45393837046985414,False,False,False,good
50495.9599999999,8.124,36.936586206897594,108.40032758616942,108.40032758616942,108.40032758616942,108.43067650886763,109.75604310344121,-1.3253665945735804,0.4596049181762623,False,False,False,good
50497.159999999894,7.990353448313902,36.928,108.74818965516097,108.74818965516097,108.74818965516097,108.67510630111329,109.84908620688657,-1.1739799057732796,0.4935861293089362,False,False,False,good
50498.35999999989,7.705,36.87951304349082,108.97304347822487,108.97304347822487,108.97304347822487,109.00418860565826,109.9464608695594,-0.9422722639011454,0.5357101785452569,False,False,False,good
50499.55999999989,7.705,36.83601724136865,109.62967241369486,109.62967241369486,109.62967241369486,109.67279126141415,109.9973103448251,-0.32451908341094793,0.5357101785452569,False,False,False,good
50500.759999999886,7.705,36.85515517242478,110.90949999984791,110.90949999984791,110.90949999984791,111.06363420415029,110.013,1.0506342041502847,0.6165963060990616,False,False,False,good
50501.95999999988,7.90005172409561,36.86089655170919,112.50089655156859,112.50089655156859,112.50089655156859,112.29496650240523,110.00089655172677,2.2940699506784625,0.7233659945131635,False,False,False,good
50503.15999999988,8.332999999956739,36.87850000001273,112.29400000021319,112.29400000021319,112.29400000021319,112.12799211832979,109.95550000000652,2.1724921183232624,0.7600584724881161,False,False,False,good
50504.35999999988,8.542,36.82982758620435,110.58146551737671,110.58146551737671,110.58146551737671,110.72093152728141,109.86520689656338,0.8557246307180293,0.7967509504782585,False,False,False,good
50505.559999999874,8.542,36.876275862062265,109.5927068966266,109.5927068966266,109.5927068966266,109.70006995077226,109.7679137931122,-0.0678438423399399,0.8247854496605871,False,False,False,good
50506.75999999987,8.542,36.88791379310622,109.93003448264167,109.93003448264167,109.93003448264167,109.95470759041771,109.72636206896674,0.22834552145097575,0.8460237066262527,False,False,False,good
50507.95999999987,8.542,36.83908620690342,110.94318965506739,110.94318965506739,110.94318965506739,110.96452678076068,109.71689655172503,1.24763022903565,0.8460237066262527,False,False,False,good
50509.159999999865,8.542,36.83327826086679,111.69406086949472,111.69406086949472,111.69406086949472,111.47527095308013,109.48271304351773,1.992557909562393,0.8047822729952585,False,False,False,good
50510.35999999986,8.542,36.911836206884686,110.99560344842564,110.99560344842564,110.99560344842564,111.07478832305836,109.3164741379405,1.7583141851178539,0.7499635222783251,False,False,False,good
50511.55999999986,8.35211304350849,36.94,110.21332173919835,110.21332173919835,110.21332173919835,110.30296780476675,109.28265217391484,1.0203156308519112,0.7359462726785951,False,False,False,good
